Сайт;Дата запуска;Статус запуска;Топвизор;Срок;Оплата;;Примечения;Где проект;;
https://knp-oil.ru;04.08.2023;ЗАПУЩЕН;https://tpv.sr/uhAKq4-ke/;до 4 октября  ;;;;2 сервер;;
https://www.neoburo.ru;04.08.2023;ЗАПУЩЕН;https://tpv.sr/uhAKq5-5R/;до 4 октября  ;;;;2 сервер;;
lakes.ru;04.08.2023;ЗАПУЩЕН;https://tpv.sr/uhAKq6-Sf/;до 4 октября  ;;;;2 сервер;;
https://www.shkaflon.ru;04.08.2023;ЗАПУЩЕН;https://tpv.sr/uhAKq7-09/;до 4 октября  ;;;;2 сервер;;
https://www.merokas.com;04.08.2023;ЗАПУЩЕН;https://tpv.sr/uhAKq8-H2/;до 4 октября;;;;2 сервер;;
bt-technika.ru;08.08.2023;ЗАПУЩЕН;https://tpv.sr/uhAU2S-Nr/;до 14 октября  ;;;;3 сервер;;
moscow.bt-technika.ru;08.08.2023;ЗАПУЩЕН;https://tpv.sr/uhALaN-2d/;до 8 сентября ;;;;3 сервер;;
съедобныебукеты24.рф;20.08.2023;ЗАПУЩЕН;https://tpv.sr/uhAOPU-MR/;до 20 сентября ;;;;;;
17 сайтов;21.08.2023;ЗАПУЩЕН;;до 21 октября ;;;;;;
4 сайта;25.08.2023;ЗАПУЩЕН;https://tpv.sr/uhAP8F-pd/  https://tpv.sr/uhAP8G-yD/  https://tpv.sr/uhAP8H-qI/   https://tpv.sr/uhAP8N-DA/;до 25 сентября ;;;;;;
11 сайтов ;;ЗАПУЩЕН;;до 1 февраля  ;;;;;;
8 сайтов ;;ЗАПУЩЕН;;до 4 февраля  ;;;;;;
26 сайтов;;ЗАПУЩЕН;;до 21 февраля  ;;;;;;
5 сайтов;;ЗАПУЩЕН;;до 25 декабря  ;;;;;;
5 сайтов ;;ЗАПУЩЕН;;до 15 января  ;;;;;;
;;;; ;;;;;;
сетка сайтов от 1 клиента ;;;;;;;;;;
http://megapolisrent.ru;20.07.2023;ЗАПУЩЕН;https://tpv.sr/uhAHIa-rY/;до 1 февраля  ;;;;3 сервер;;
youmet.ru;30.08.2023;ЗАПУЩЕН;https://tpv.sr/uhAQ9g-xL/;до 1 февраля    ;;;;;;
newform.studio;;ЗАПУЩЕН;https://tpv.sr/uhAfdo-V6/;до 5 декабря ;;;;;;
s-tab.ru;07.09.2023;ЗАПУЩЕН;https://tpv.sr/uhASQP-Aa/;до 3 декабря;;;;;;
https://mastera-remonta.com/;09.09.2023;ПАУЗА;https://tpv.sr/uhAT16-nS/;до 9 октября ;;;;;;
top-casino-the-2022-3.top;21.09.2023;ПАУЗА;https://tpv.sr/uhAW00-oF/;до 21 октября;;;;;;
https://mebelspb.su/;;ЗАПУЩЕН;https://tpv.sr/uhAaTj-IZ/;до 26 декабря ;;;;;;
free-creative.com;;ЗАПУЩЕН;https://tpv.sr/uhAbS4-RG/;до 27 декабря ;;;;;;
https://h.mosdosug4.info/;;ЗАПУЩЕН;https://tpv.sr/uhAnW6-sF/  ;до 3 декабря;;;;;;
https://whiterabbit-flowers.ru/;;ЗАПУЩЕН;https://tpv.sr/uhAnWB-23/;до 3 декабря;;;;;;
http://free-creative.com;;;;до 30 декабря;;;;;;
https://mebelspb.su/;;;;;;;;;;
smartremont.com;;ЗАПУЩЕН;https://tpv.sr/uhAr4C-Y6/;до 5 декабря ;;;;;;
gormetlom.ru;;ЗАПУЩЕН;https://tpv.sr/uhAr46-w5/;до 5 декабря ;;;;;;
homestoryrus.ru;;ЗАПУЩЕН;https://tpv.sr/uhAr40-jh/;до 5 декабря ;;;;;;
розетки;;ЗАПУЩЕН;https://tpv.sr/uhAvAy-lm/;до 11 декабря ;;;;;;
https://atis-auto.ru/;;ЗАПУЩЕН;https://tpv.sr/uhB0NT-Gw/;до 28 декабря  ;;;;;;
dzconcept.ru;;ЗАПУЩЕН;https://tpv.sr/uhB400-p1/;до 28 декабря ;;;;;;
tebika.ru;;ЗАПУЩЕН;https://tpv.sr/uhB400-p1/;до 28 декабря ;;;;;;
shreder24.ru/;;ЗАПУЩЕН;;до 30 декабря;;;;;;
slivaeminfo.ru;;ЗАПУЩЕН;;до 23 января ;;;;;;
;;;;;;;;;;
сетка сайтов от 1 клиента ;;;;;;;;;;
mie.ru;21.07.2023;ПАУЗА;https://tpv.sr/uhAHK3-UF/; ;5000;;;2 сервер;;
mebel-troya.ru;26.07.2023;ПАУЗА;https://tpv.sr/uhAPHc-xn/;до 26 октября  ;5000;;;;;
https://marlinspace.ru/;11.08.2023;ПАУЗА;https://tpv.sr/uhAMHh-55/;до 11 ноября  ;5000;;;;;
https://choza-sushi.ru/;11.08.2023;ПАУЗА;https://tpv.sr/uhAMHg-nb/;до 1 января;5000;;;;;
;;;;;;;;;;
сетка сайтов от 1 клиента ;;;;;10000;;;;;
https://bluenative.ru/;21.07.2023;ЗАПУЩЕН;ЗАМЕНА >> https://tpv.sr/uhAOAE-a7/;до 21 января  ;;;;;;
https://magazin-voshina.ru/;21.07.2023;ЗАПУЩЕН;ЗАМЕНА >> https://tpv.sr/uhAOAD-3y/;до 21 января  ;;;;;;
rusyaev.com;27.09.2023;ЗАПУЩЕН;https://tpv.sr/uhAWJl-y5/;до 21 января  ;;;;;;
avantiz.ru;;ЗАПУЩЕН;https://tpv.sr/uhAcF1-SY/;до 21 января  ;;;;;;
burovoe-oborudovanie18.ru;;ЗАПУЩЕН;https://tpv.sr/uhAcF2-xd/;до 21 января  ;;;;;;
bansk.ru;;ЗАПУЩЕН;https://tpv.sr/uhAcF6-Vy/;до 21 января  ;;;;;;
burovoynasos.ru;;ЗАПУЩЕН;;до 21 января  ;;;;;;
http://rumexport.ru/;;ЗАПУЩЕН;https://tpv.sr/uhB0gc-ih/;до 21 января  ;;;;;;
;;;;;;;;;;
www.presentstar.ru;21.07.2023;ПАУЗА;https://tpv.sr/uhAH6B-jF/;до 5 сентября  ;3750;;;;;
;;;;;;;;;;
сетка сайтов от 1 клиента ;;;;до 23 августа;15000;;;;;
technika-stroy.ru;23.07.2023;ПАУЗА;https://tpv.sr/uhAHfD-eL/;;;;;;;
rusvelikaia.ru;23.07.2023;ПАУЗА;https://tpv.sr/uhAHfH-xO/;;;;;3 сервер;;
semena.ru;23.07.2023;ПАУЗА;https://tpv.sr/uhANHa-vP/;до 16 сентября;;;;3 сервер;;
kuvalda.ru ;16.08.2023;ПАУЗА;https://tpv.sr/uhAV9T-MN/;до 22 ноября;;;;5 сервер;;
edem-svadba.ru;16.08.2023;ПАУЗА;https://tpv.sr/uhAh6H-nC/;до 22 ноября;;;;3 сервер;;
;;;;;;;;;;
сетка сайтов от 1 клиента ;;;;до 11 февраля  ;;;;;;
https://gazobeton-spb.pro;25.07.2023;ЗАПУЩЕН;https://tpv.sr/uhAI5K-6Y/;;;;;;;
https://remstart.ru;25.07.2023;ЗАПУЩЕН;https://tpv.sr/uhAI5L-r1/;;;;;;;
https://okean.shop;25.07.2023;ЗАПУЩЕН;https://tpv.sr/uhAI5M-iL/;;;;;;;
https://beton-experts.ru;25.07.2023;ПАУЗА;https://tpv.sr/uhAI5N-4d/;;;;;3 сервер;;
https://concordtorg.ru;25.07.2023;ЗАПУЩЕН;https://tpv.sr/uhAI5O-AQ/;;;;;;;
sexxysochi.com;https://tpv.sr/uhAT15-cz/;ЗАПУЩЕН;https://tpv.sr/uhAI5R-bL/;;;;;;;
https://armat-metall.ru;25.07.2023;ПАУЗА;https://tpv.sr/uhAI5P-wm/;;;;;;;
https://fundamenty-expert.ru;25.07.2023;ЗАПУЩЕН;https://tpv.sr/uhAI5Q-a4/;;;;;;;
zooservis.ru;09.08.2023;ЗАПУЩЕН;https://tpv.sr/uhALqS-3e/;;;;;4 сервер;;
https://i-stock.store/;24.08.2023;ЗАПУЩЕН;https://tpv.sr/uhAOqP-nb/; ;;;;;;
oknazakaz.ru;25.08.2023;ЗАПУЩЕН;https://tpv.sr/uhAPKH-mq/;;;;;;;
https://pomagaickin.ru/;;ЗАПУЩЕН;https://tpv.sr/uhAh1m-SV/;;;;;;;
https://l-ch.ru/;;ЗАПУЩЕН;https://tpv.sr/uhAbbY-xF/;;;;;;;
;;;;;;;;;;
сетка сайтов от 1 клиента ;;;;;;;;;;
купить-отзыв.рус;26.07.2023;ПАУЗА;https://tpv.sr/uhAR8Q-oV/;до 18 октября ;3750;;;2 сервер;;
империя-климата.рф;02.09.2023;ПАУЗА;https://tpv.sr/uhAR8M-RH/;до 18 октября ;;;;;;
imperiamsk.ru;31.08.2023;ПАУЗА;https://tpv.sr/uhAQKu-m3/;до 18 октября   ;5000;;;;;
накруткапф.рф;;ЗАПУЩЕН;https://tpv.sr/uhAfuX-vv/;до 23 февраля   ;;;;;;
вятский-строитель.рус (МСК);;ЗАПУЩЕН;https://tpv.sr/uhAfuX-vv/;до 23 февраля  ;;;;;;
вятский-строитель.рус (НН);;ЗАПУЩЕН;https://tpv.sr/uhAdkO-qJ/;до 23 февраля   ;;;;;;
;;;;;;;;;;
kerel.ru;27.07.2023;ПАУЗА;https://tpv.sr/uhAIIR-ni/;до 11 августа;3750;;;2 сервер;;
;;;;;;;;;;
сетка сайтов от 1 клиента ;;;;;;;;;;
fencecorp.ru;29.07.2023;ЗАПУЩЕН;https://tpv.sr/uhAIfU-xK/;до 17 февраля ;5000;;;;;
mills-market.ru;13.08.2023;ЗАПУЩЕН;https://tpv.sr/uhAMPI-Sd/;до 17 февраля ;5000;;;5 сервер;;
kamnereznie-masterskie.ru;12.09.2023;ЗАПУЩЕН;https://tpv.sr/uhATZc-cp/;до 17 февраля ;5000;;;;;
deal-ocenka.ru;;ЗАПУЩЕН;;до 17 февраля ;;;;;;
metchikiplashka.ru;;ЗАПУЩЕН;;до 17 февраля ;;;;;;
авто-скупка77.рф;;ЗАПУЩЕН;https://tpv.sr/uhAz3f-OX/;до 17 февраля ;;;;;;
tm-metall.ru;;ЗАПУЩЕН;https://tpv.sr/uhAz3i-yP/;до 17 февраля ;;;;;;
nastil-pvh.ru ;;ЗАПУЩЕН;https://tpv.sr/uhAz3h-4u/;до 17 февраля ;;;;;;
thaistar.ru;;ЗАПУЩЕН;;до 17 февраля ;;;;;;
;;;;;;;;;;
http://ava-stroygroup.ru/;30.07.2023;ПАУЗА;https://tpv.sr/uhAIlv-DS/;до 30 августа ;10000;;;;;
;;;;;;;;;;
сетка сайтов от 1 клиента;;;;до 1 февраля  ;;;;;;
glav-klining.ru (Уфа);31.07.2023;ПАУЗА;https://tpv.sr/uhAIxu-v9/;до 1 февраля  ;5000;;;сервер 1;;
glav-klining.ru (Москва);02.08.2023;ПАУЗА ;https://tpv.sr/uhAJqT-JJ/;до 1 февраля  ;5000;;;сервер 4;;
misterpotolok.ru;10.08.2023;ЗАПУЩЕН;https://tpv.sr/uhALtk-CP/;до 1 февраля  ;5000;;;;;
moscow-propusk.ru;15.08.2023;ЗАПУЩЕН;https://tpv.sr/uhAMsA-Jr/;до 1 февраля  ;5000;;;;;
gostexosmotr.ru (12 ключей);19.08.2023;ЗАПУЩЕН;https://tpv.sr/uhAOB1-HD/;до 1 февраля  ;2500;;;;;
muhomor24.ru (12 ключей);19.08.2023;ЗАПУЩЕН;https://tpv.sr/uhANkW-Fy/;до 1 февраля  ;2500;;;;;
tekhosmotr24.com;;ЗАПУЩЕН;https://tpv.sr/uhAP9t-cG/;до 1 февраля  ;;;;;;
diagcard.pro;;ЗАПУЩЕН;https://tpv.sr/uhAP9v-Bm/;до 1 февраля  ;;;;;;
osago-blank.co;;ЗАПУЩЕН;https://tpv.sr/uhAP9s-rH/;до 1 февраля  ;;;;;;
tekhosmotr-online.site;10.09.2023;ЗАПУЩЕН;https://tpv.sr/uhAT2f-07/;до 1 февраля  ;;;;;;
;;;;;;;;;;
сетка сайтов от 1 клиента ;01.07.2023;;; ;;;;;;
cruzo.ru;;ЗАПУЩЕН;;до 8 февраля ;;;;;;
pharm-integrator.ru;;ЗАПУЩЕН;;до 11 января;;;;;;
diamonds-are-forever.ru ;;ЗАПУЩЕН;;до 18 января;;;;;;
spec-technix.ru ;;ЗАПУЩЕН;;до 23 февраля;;;;;;
21rehab.ru;;ПАУЗА ;;до 11 ноября ;;;;;;
diamonds-are-forever.ru;;ПАУЗА ;;до 18 ноября;;;;;;
star-carpet.ru ;;ПАУЗА ;;до 20 ноября;;;;;;
vodastroyservis.ru;;ПАУЗА ;;до 20 ноября;;;;;;
avtopanda.com;;ПАУЗА;;до 26 ноября;;;;;;
economstom.ru;;ПАУЗА ;;до 8 декабря ;;;;;;
pharm-integrator.ru;;ПАУЗА ;;до 11 декабря ;;;;;;
satra.ru;;ЗАПУЩЕН;;до 9 февраля;;;;;;
elitpack.ru;;ЗАПУЩЕН;;до 24 февраля;;;;;;
;;;;;;;;;;
сетка сайтов от 1 клиента (Вадим);01.07.2023;;;;42500;;;;;
advokat-demin.ru;;ПАУЗА;https://tpv.sr/uhAJBY-dw/;;;;;сервер 4;;
vshpone.ru;;ЗАПУЩЕН;https://tpv.sr/uhAJBj-4G/;до 1 февраля  ;;;;сервер 4;;
cleanon-spb.ru;;ПАУЗА ;https://tpv.sr/uhAJC7-yu/;;;;;сервер 4;;
cleanon.ru;;ПАУЗА ;https://tpv.sr/uhAJBv-Ez/;;;;;сервер 4;;
victoriaspirina.com;;ПАУЗА ;https://tpv.sr/uhAJBw-fE/;;;;;сервер 4;;
keratin-beauty.ru;;ПАУЗА ;https://tpv.sr/uhAOqr-0L/;;;;;;;
ne-gorit.ru;;ЗАПУЩЕН;https://tpv.sr/uhAOr3-VO/;до 21 февраля;;;;;;
opex-f.ru;;ЗАПУЩЕН;https://tpv.sr/uhAOr5-sy/;до 1 февраля  ;;;;;;
dveri178.ru;;ПАУЗА ;https://tpv.sr/uhAOrD-iL/;;;;;;;
mirpionov.ru;;ПАУЗА ;https://tpv.sr/uhAOrH-6Y/;;;;;;;
unbanalpeter.ru;;ЗАПУЩЕН;https://tpv.sr/uhAOrJ-28/;до 1 февраля  ;;;;;;
nsk.service-eco.ru;;ПАУЗА ;https://tpv.sr/uhAOrO-iz/;;;;;;;
modylstroi.ru;;ПАУЗА ;;до 13 сентября ;;;;;;
dostavka-krupnomerov.ru ;;ПАУЗА ;;до 22 октября ;;;;;;
domkrupnomerov.ru;;ПАУЗА;;до 22 октября ;;;;;;
klining-kompani.ru;;ПАУЗА ;;до 22 октября ;;;;;;
siabit.ru;;ПАУЗА ;https://tpv.sr/uhAT0Q-jU/;до 10 октября ;;;;;;
dostupnoepravo.ru;;ЗАПУЩЕН;;29 февраля;;;;;;
;;;;;;;;;;
https://gates-ofolympus.net/;01.07.2023;ПАУЗА;https://tpv.sr/uhAJ8i-fV/;до 30 августа;3750;;;;;
;;;;;;;;;;
glamour-and-gold.ru ;04.08.2023;ЗАПУЩЕН;https://tpv.sr/uhANkc-gy/;до 4 февраля  ;5000;;;;;
https://japan-power.ru/;04.09.2023;ЗАПУЩЕН;https://tpv.sr/uhARu5-Re/;до 4 февраля   ;5000;;;;;
glamour-krossovki.ru;;ПАУЗА ;https://tpv.sr/uhAofn-Bo/;до 4 января  ;;;;;;
;;;;;;;;;;
https://profilpro.ru/ + https://shop.profilpro.ru/;;ЗАПУЩЕН;https://tpv.sr/uhALH6-Ja/;до 10 февраля  ;5000;;;;;
;;;;;;;;;;
сетка сайтов от 1 клиента;;;;до 10 сентября;;;;;;
https://adv96.ru;10.08.2023;ПАУЗА;https://tpv.sr/uhAM40-0D/;;5000;;;4 сервер;;
sweet-bonanza-casino.com;10.08.2023;ПАУЗА;https://tpv.sr/uhAM41-K4/;;5000;;;4 сервер;;
https://vavada14.com ;10.08.2023;ПАУЗА;https://tpv.sr/uhAM3q-XQ/;;5000;;;4 сервер;;
https://sykaaa-casinos.ru/;10.08.2023;ПАУЗА;https://tpv.sr/uhAMHd-gh/;;5000;;;;;
https://fruit-cocktail-game.com/;10.08.2023;ПАУЗА;https://tpv.sr/uhAMHe-08/;;5000;;;;;
vavada11.info;14.10.2023;ПАУЗА;https://tpv.sr/uhAMfO-7D/;до 19 сентября ;5000;;;5 сервер;;
vavada110.info >> vavada109.info >> vavada36.info;14.10.2023;ПАУЗА;https://tpv.sr/uhAMfU-E1/;до 19 сентября ;5000;;;5 сервер;;
vavada35.info;14.10.2023;ПАУЗА;https://tpv.sr/uhAMff-O5/;до 19 сентября ;5000;;;5 сервер;;
vavada116.info;21.08.2023;ПАУЗА;https://tpv.sr/uhAO2F-Yw/;до 21 сентября;5000;;;5 сервер;;
vavadauu.buzz;25.08.2023;ПАУЗА ;https://tpv.sr/uhAP6L-y2/;до 10 сентября ;;;;;;
vavadac.buzz;;ПАУЗА;https://tpv.sr/uhAapk-io/;до 17 ноября ;;;;;;
vavadaig.buzz;;ПАУЗА;https://tpv.sr/uhAaqW-H1/;до 17 ноября ;;;;;;
leon-zerkalom.buzz;;ПАУЗА;https://tpv.sr/uhAba3-rB/;до 17 ноября;;;;;;
leon-zerkalox.buzz;;ПАУЗА;https://tpv.sr/uhAbaT-3h/;до 17 ноября;;;;;;
;;;;;;;;;;
окна-строймонтаж.рф;10.08.2023;ПАУЗА ;https://tpv.sr/uhALtc-5h/;до 25 ноября   ;7500;;;4 сервер;;
;;;;;;;;;;
сетка сайтов от 1 клиента ;;;;  ;;;;;;
ograda-stroy.ru ;11.08.2023;ЗАПУЩЕН;;до 21 января  ;;;;4 сервер;;
belaya-rus.ru;11.08.2023;ПАУЗА ;;до 21 января  ;;;;4 сервер;;
Iq-detailing.ru;11.08.2023;ЗАПУЩЕН;;до 21 января  ;;;;4 сервер;;
mercedes-service-automatica.ru ;;ПАУЗА ;;до 21 января  ;;;;;;
;;;;;;;;;;
alidali.ru;14.08.2023;ПАУЗА;;до 5 декабря ;;;;;;
;;;;;;;;;;
сетка сайтов от 1 клиента ;16.08.2023;;;до 1 октября  ;10000;;;;;
https://satisfakcia.ru/;;ПАУЗА;https://tpv.sr/uhANQC-kL/;;;;;;;
https://avto-dengi.kz/;;ПАУЗА;https://tpv.sr/uhANQa-8y/;;;;;;;
https://arenta.kz/;;ПАУЗА;https://tpv.sr/uhANQc-re/;;;;;;;
https://dengiclick.kz/;;ПАУЗА;https://tpv.sr/uhANSD-fv/;;;;;;;
https://dengimarket.kz/;;ПАУЗА;https://tpv.sr/uhANQh-gi/;;;;;;;
https://ican-rc.ru/;;ПАУЗА;https://tpv.sr/uhANPy-Hm/;;;;;;;
https://goodwin-nnov.ru/;;ПАУЗА;https://tpv.sr/uhANQk-zV/;;;;;;;
https://lancette-nn.ru/;;ПАУЗА;https://tpv.sr/uhANQs-6C/;;;;;;;
https://rospacks.ru/;;ПАУЗА;https://tpv.sr/uhANRO-lg/;;;;;;;
https://lebedeva.ru/;;ПАУЗА;https://tpv.sr/uhANRs-ep/;;;;;;;
;;;;;;;;;;
casinofriends.co;16.08.2023;ПАУЗА;https://tpv.sr/uhANHu-xI/;до 16 октября ;7500;;;5 сервер;;
;;;;;;;;;;
сетка сайтов от 1 клиента ;;;;;15000;;;;;
neurongram.com;18.08.2023;ПАУЗА;https://tpv.sr/uhANUa-MW/;до 18 октября ;;;;5 сервер;;
prosvet.su/;18.08.2023;ПАУЗА;https://tpv.sr/uhANdw-Fs/;до 18 октября ;;;;5 сервер;;
prosvet.su/;18.08.2023;ПАУЗА;https://tpv.sr/uhANdw-Fs/;до 18 октября ;;;;5 сервер;;
skachat-cs.su >> http://malina.vldosug.ru;18.08.2023;ЗАПУЩЕН;https://tpv.sr/uhAUg1-Lf/;до 2 ноября  ;;;;5 сервер;;
goznakdiplomm.com;23.08.2023;ПАУЗА ;https://tpv.sr/uhAOeQ-HG/;до 23 октября  ;;;;;;
lifediplom.com;29.08.2023;ЗАПУЩЕН;https://tpv.sr/uhAPtE-7A/;до 29 сентября ;;;;;;
laskafurs.ru;09.09.2023;ЗАПУЩЕН;https://tpv.sr/uhAYyL-Lg/;до 5 декабря ;;;;;;
smmcode.shop;09.09.2023;ЗАПУЩЕН;https://tpv.sr/uhAZez-Sp/;до 9 декабря  ;;;;;;
oxford-russia.ru;;ЗАПУЩЕН;https://tpv.sr/uhAbwg-03/;до 22 ноября;;;;;;
https://chadgpt.ru/;;ЗАПУЩЕН;https://tpv.sr/uhAsKw-tq/;до 9 декабря  ;;;;;;
gazsnakdiplomss.com/;;ЗАПУЩЕН;https://tpv.sr/uhAt8L-q5/;до 10 декабря;;;;;;
https://spb.translux.ru/;;ЗАПУЩЕН;https://tpv.sr/uhAuf5-Jx/;до 10 декабря;;;;;;
https://translux.ru/;;ЗАПУЩЕН;https://tpv.sr/uhAuf8-QN/;до 10 декабря;;;;;;
https://domxoloda.ru/;;ЗАПУЩЕН;https://tpv.sr/uhAxnA-TQ/;до 15 декабря ;;;;;;
https://alkomedics.ru/;;ЗАПУЩЕН;https://tpv.sr/uhB0rL-eO/;до 20 декабря;;;;;;
noves-shop.com/;;ЗАПУЩЕН;https://tpv.sr/uhAbW2-cX/;до 18 декабря;;;;;;
http://ozempik.online/ ;;ЗАПУЩЕН;https://tpv.sr/uhBW0j-by/;до 25 декабря;;;;;;
https://baymart.ru/;;НЕТ;https://tpv.sr/uhBVzo-UV/;до 25 декабря;;;;;;
https://install-shop.org/;;НЕТ;https://tpv.sr/uhBW2V-tv/;до 25 декабря;;;;;;
https://www.coderstar.ru/;;НЕТ;https://tpv.sr/uhBWGz-d3/;до 25 декабря;;;;;;
;;;;;;;;;;
сетка сайтов от 1 клиента ;19.08.2023;;;до 21 ноября  ;12500;;;;;
изба-шерегеш.рф;;ПАУЗА ;https://tpv.sr/uhAN2o-2B/;;;;;5 сервер;;
krabsberi.ru;;ПАУЗА ;https://tpv.sr/uhAN2x-OM/;;;;;5 сервер;;
реставрацияокон.рф;;ПАУЗА ;https://tpv.sr/uhAKwM-KX/;;;;;4 сервер;;
saga.ru;;ПАУЗА ;https://tpv.sr/uhAN33-Bh/;;;;;5 сервер;;
natyaznoy-potolok.ru;;ПАУЗА ;https://tpv.sr/uhAOOk-tm/;;;;;;;
;;;;;;;;;;
сетка сайтов от 1 клиента ;;;;;;;;;;
narcolog-spas.ru;23.08.2023;ЗАПУЩЕН;https://tpv.sr/uhAOTN-2I/;до 23 февраля  ;5000;;;;;
некрополь64.рф;;ЗАПУЩЕН;;до 23 февраля    ;;;;;;
https://snp-med.ru/;12.09.2023;ЗАПУЩЕН;https://tpv.sr/uhATV5-Za/;до 12 февраля  ;5000;;;;;
https://climate-tech.tadel.ru/;;ЗАПУЩЕН;https://tpv.sr/uhAX8g-xL/;до 29 ноября  ;5000;;;;;
https://volgalom.ru/;;ЗАПУЩЕН;;до 8 декабря ;;;;;;
;;;;;;;;;;
nsalut.ru;23.08.2023;ПАУЗА;https://tpv.sr/uhAOgu-8c/;до 23 сентября ;5000;;;;;
;;; ; ;;;;;;
сетка сайтов от 1 клиента ;;;; ;10000;;;;;
https://whiterabbit-flowers.ru/;23.08.2023;ПАУЗА;https://tpv.sr/uhAOZG-bY/;;;;;;;
https://vektor-video.ru/;23.08.2023;ПАУЗА;https://tpv.sr/uhAOZE-iV/;;;;;;;
1001shkaf.ru;;ПАУЗА;https://tpv.sr/uhAOsl-ws/;24 сентября ;;;;;;
h-cons.ru;24.08.2023;ПАУЗА;https://tpv.sr/uhAOsp-q8/;до 24 сентября ;;;;;;
master-zamok.pro;24.08.2023;ПАУЗА;https://tpv.sr/uhAOsJ-CE/;до 24 сентября ;;;;;;
spec-odejda.ru;24.08.2023;ПАУЗА;https://tpv.sr/uhAOsK-tA/;до 24 сентября ;;;;;;
dysonsshop.ru;24.08.2023;ПАУЗА;https://tpv.sr/uhAOsu-G4/;до 24 сентября ;;;;;;
;;;; ;;;;;;
mosprint77. ru;26.08.2023;ПАУЗА;https://tpv.sr/uhAPAu-qB/;до 26 сентября ;;;;;;
;;;;;;;;;;
сетка сайтов от 1 клиента ;;;;;;;;;;
https://lsi-prodvizhenie.ru/;;ЗАПУЩЕН;;до 25 октября;7500;;;;;
https://hozyindachi.ru/;;ЗАПУЩЕН;;до 27 октября;5000;;;;;
https://msk.hozyindachi.ru/;;ПАУЗА;;;7500;;;;;
cleanon.ru;;ЗАПУЩЕН;;до 29 октября;10000;;;;;
zm-servis.ru;;ПАУЗА;;;;;;;;
срочная-печать-спб.рф;;ПАУЗА;https://tpv.sr/uhAR2l-G4/;;;;;;;
https://elomed.ru/;;ЗАПУЩЕН;https://tpv.sr/uhAR2y-8b/;до 4 декабря;5000;;;;;
aviamaniya.ru;;ПАУЗА;;;;;;;;
https://psycholog-v-centre.ru;;ЗАПУЩЕН;;до 7 ноября ;5000;;;;;
https://germes-consulting.ru/;;ПАУЗА;;;;;;;;
https://smu-19spb.ru;;ЗАПУЩЕН;;до 8 октября ;5000;;;;;
https://israel-immigration.co.il/;;ЗАПУЩЕН;;до 23 ноября;5000;;;;;
 https://www.intereruyut.ru;;ЗАПУЩЕН;;до 9 декабря ;5000;;;;;
https://smu-19spb.ru;;ЗАПУЩЕН;https://tpv.sr/uhATVH-5d/;до 16 октября;5000;;;;;
https://cheltcom.ru;;ЗАПУЩЕН;;до 12 октября;2500;;;;;
p-remonta.ru;;ЗАПУЩЕН;;до 13 ноября;5000;;;;;
https://colibri-cleaning.ru;;ЗАПУЩЕН;https://tpv.sr/uhATti-Cg/;до 15 октября;5000;;;;;
https://specmax.ru;;ПАУЗА;;;500;;;;;
https://rulevaja-rejka.ru;;ЗАПУЩЕН;https://tpv.sr/uhAUZO-0H/;до 18 октября;5000;;;;;
https://urbangreen.ru;;ПАУЗА;;;500;;;;;
https://skyflora.ru;;ПАУЗА;;;;;;;;
https://rtadental.com/;;ЗАПУЩЕН;;до 23 ноября;5000;;;;;
https://www.jackmenn.ru;;ЗАПУЩЕН;https://tpv.sr/uhAVkM-eP/;до 25 ноября;5000;;;;;
https://napolspb.ru;;ЗАПУЩЕН;https://tpv.sr/uhAVsQ-GK/;до 25 октября;5000;;;;;
https://germanyservice.ru;;ЗАПУЩЕН;;до 25 октября;5000;;;;;
https://cleanon-spb.ru/;;ЗАПУЩЕН;;до 25 октября;5000;;;;;
https://luxorta.ru;;ЗАПУЩЕН;https://tpv.sr/uhAWJd-a5/;до 27 ноября;5000;;;;;
https://domgrupp.ru;;ЗАПУЩЕН;https://tpv.sr/uhAWJh-yB/;до 27 ноября;5000;;;;;
https://msk-rehab.ru/;;тест;https://tpv.sr/uhAX1h-Kt/;тест;500;;;;;
https://ремонтрадиатора.рф/;;ЗАПУЩЕН;https://tpv.sr/uhAX8k-cb/;до 30 ноября;5000;;;;;
https://spb.rulevaja-rejka.ru/;;ЗАПУЩЕН;https://tpv.sr/uhAX9n-JK/;до 1 ноября;5000;;;;;
https://metall-piter.ru;;ЗАПУЩЕН;;до 5 ноября;5000;;;;;
https://bitovka50.ru;;ЗАПУЩЕН;;до 7 ноября;5000;;;;;
https://ikralife.ru;;ЗАПУЩЕН;;до 9 ноября;5000;;;;;
https://nerzhaveyka-v-spb.ru;;ЗАПУЩЕН;https://tpv.sr/uhAZYK-KQ/;до 9 ноября;5000;;;;;
https://msk.jackmenn.ru;;ЗАПУЩЕН;https://tpv.sr/uhAbP3-D8/;до 15 ноября;5000;;;;;
edismedco.ru;;ЗАПУЩЕН;;до 28 ноября;5000;;;;;
http://hammergroup.ru;;ЗАПУЩЕН;;до 1 декабря;5000;;;;;
cleaning-help.ru;;ЗАПУЩЕН;;до 2 декабря;5000;;;;;
https://exim-audit.ru/;;;;до 8 декабря;5000;;;;;
https://inter-logistik.su/;;;;до 8 декабря;5000;;;;;
https://lineikadesign.ru;;;;до 9 декабря ;5000;;;;;
;;;;;;;;;;
сетка сайтов от 1 клиента ;01.09.2023;;; ;8750;;;;;
